#timestamp, p_RS_R_x [m], p_RS_R_y [m], p_RS_R_z [m], q_RS_w [], q_RS_x [], q_RS_y [], q_RS_z [], v_RS_R_x [m s^-1], v_RS_R_y [m s^-1], v_RS_R_z [m s^-1]
100001960000000,-0.884950,-0.480891,0.788196,0.246264,0.011111,0.002779,-0.969135,-0.933659,-0.507038,0.305030
100001970000000,-0.894321,-0.485979,0.791260,0.246265,0.010723,0.002684,-0.969140,-0.935653,-0.508112,0.305791
100001980000000,-0.903711,-0.491078,0.794331,0.246266,0.010332,0.002589,-0.969144,-0.937577,-0.509148,0.306528
100001990000000,-0.913120,-0.496188,0.797410,0.246267,0.009940,0.002492,-0.969148,-0.939430,-0.510147,0.307242
100002000000000,-0.922546,-0.501306,0.800495,0.246268,0.009546,0.002396,-0.969152,-0.941213,-0.511108,0.307932
100002010000000,-0.931990,-0.506434,0.803587,0.246269,0.009151,0.002298,-0.969156,-0.942924,-0.512031,0.308598
100002020000000,-0.941450,-0.511571,0.806686,0.246270,0.008754,0.002200,-0.969159,-0.944564,-0.512916,0.309240
100002030000000,-0.950926,-0.516717,0.809791,0.246271,0.008355,0.002102,-0.969163,-0.946132,-0.513763,0.309858
100002040000000,-0.960417,-0.521870,0.812902,0.246271,0.007955,0.002003,-0.969166,-0.947628,-0.514572,0.310451
100002050000000,-0.969922,-0.527032,0.816018,0.246272,0.007554,0.001904,-0.969169,-0.949052,-0.515341,0.311020
100002060000000,-0.979441,-0.532200,0.819140,0.246273,0.007151,0.001804,-0.969172,-0.950404,-0.516073,0.311564
100002070000000,-0.988973,-0.537376,0.822268,0.246274,0.006747,0.001704,-0.969175,-0.951684,-0.516765,0.312084
100002080000000,-0.998516,-0.542558,0.825400,0.246274,0.006341,0.001603,-0.969178,-0.952891,-0.517418,0.312579
100002090000000,-1.008072,-0.547746,0.828537,0.246275,0.005934,0.001502,-0.969181,-0.954025,-0.518033,0.313048
