#timestamp, p_RS_R_x [m], p_RS_R_y [m], p_RS_R_z [m], q_RS_w [], q_RS_x [], q_RS_y [], q_RS_z [], v_RS_R_x [m s^-1], v_RS_R_y [m s^-1], v_RS_R_z [m s^-1]
100001930000000,3.182171,-0.198472,0.158055,0.996386,-0.006597,-0.069463,-0.048437,2.722009,-0.266507,0.218325
100001940000000,3.209458,-0.201146,0.160247,0.996378,-0.006579,-0.069494,-0.048551,2.735422,-0.268440,0.220047
100001950000000,3.236880,-0.203840,0.162456,0.996371,-0.006560,-0.069522,-0.048663,2.748841,-0.270372,0.221770
100001960000000,3.264435,-0.206554,0.164682,0.996364,-0.006541,-0.069548,-0.048773,2.762265,-0.272302,0.223494
100001970000000,3.292125,-0.209287,0.166926,0.996357,-0.006522,-0.069570,-0.048882,2.775693,-0.274230,0.225220
100001980000000,3.319949,-0.212038,0.169187,0.996351,-0.006502,-0.069590,-0.048990,2.789126,-0.276155,0.226946
100001990000000,3.347907,-0.214810,0.171465,0.996345,-0.006482,-0.069607,-0.049096,2.802561,-0.278079,0.228672
100002000000000,3.376000,-0.217600,0.173760,0.996338,-0.006462,-0.069621,-0.049201,2.816000,-0.280000,0.230400
100002010000000,3.404227,-0.220410,0.176073,0.996333,-0.006442,-0.069632,-0.049305,2.829441,-0.281919,0.232128
100002020000000,3.432589,-0.223238,0.178403,0.996327,-0.006421,-0.069641,-0.049407,2.842884,-0.283835,0.233857
100002030000000,3.461085,-0.226086,0.180750,0.996322,-0.006400,-0.069647,-0.049507,2.856328,-0.285749,0.235587
100002040000000,3.489716,-0.228953,0.183114,0.996317,-0.006379,-0.069650,-0.049607,2.869774,-0.287660,0.237317
100002050000000,3.518481,-0.231839,0.185496,0.996312,-0.006358,-0.069650,-0.049704,2.883219,-0.289568,0.239048
100002060000000,3.547380,-0.234745,0.187895,0.996308,-0.006336,-0.069648,-0.049801,2.896664,-0.291473,0.240779
100002070000000,3.576413,-0.237669,0.190312,0.996303,-0.006314,-0.069643,-0.049896,2.910109,-0.293376,0.242510
100002080000000,3.605582,-0.240612,0.192745,0.996299,-0.006292,-0.069636,-0.049990,2.923552,-0.295275,0.244242
100002090000000,3.634885,-0.243574,0.195197,0.996296,-0.006270,-0.069625,-0.050082,2.936993,-0.297171,0.245973
100002100000000,3.664322,-0.246556,0.197665,0.996292,-0.006247,-0.069612,-0.050173,2.950433,-0.299064,0.247705
100002110000000,3.693893,-0.249556,0.200151,0.996289,-0.006224,-0.069597,-0.050263,2.963869,-0.300954,0.249437
100002120000000,3.723599,-0.252575,0.202654,0.996286,-0.006201,-0.069578,-0.050352,2.977303,-0.302840,0.251169
100002130000000,3.753440,-0.255612,0.205174,0.996283,-0.006178,-0.069557,-0.050439,2.990732,-0.304722,0.252901
100002140000000,3.783414,-0.258669,0.207712,0.996280,-0.006154,-0.069534,-0.050525,3.004156,-0.306601,0.254633
100002150000000,3.813523,-0.261744,0.210267,0.996278,-0.006130,-0.069507,-0.050610,3.017577,-0.308477,0.256365
100002160000000,3.843765,-0.264839,0.212839,0.996276,-0.006106,-0.069478,-0.050693,3.030992,-0.310348,0.258097
100002170000000,3.874143,-0.267951,0.215429,0.996274,-0.006082,-0.069447,-0.050776,3.044401,-0.312216,0.259828
