#timestamp [ns],w_RS_S_x [rad s^-1],w_RS_S_y [rad s^-1],w_RS_S_z [rad s^-1],a_RS_S_x [m s^-2],a_RS_S_y [m s^-2],a_RS_S_z [m s^-2]
100002050000000,0.002893472,0.000179445,-0.019842376,0.000005208,-0.000140061,-9.732154464
100002060000000,0.002936656,0.000723777,-0.019569089,0.000030749,-0.000142949,-9.732107003
100002070000000,0.002979496,0.001266662,-0.019298305,0.000055623,-0.000145637,-9.732057453
100002080000000,0.003022087,0.001808630,-0.019029673,0.000094532,-0.000149318,-9.732008522
100002090000000,0.003064179,0.002348239,-0.018762146,0.000134062,-0.000149080,-9.731958812
100002100000000,0.003105887,0.002884737,-0.018497440,0.000157540,-0.000150699,-9.731905994
100002110000000,0.003147377,0.003418867,-0.018235858,0.000174510,-0.000152727,-9.731852915
100002120000000,0.003188276,0.003953262,-0.017976638,0.000181564,-0.000155675,-9.731796276
100002130000000,0.003228890,0.004485658,-0.017719794,0.000216718,-0.000156996,-9.731743136
100002140000000,0.003269302,0.005016033,-0.017464514,0.000245577,-0.000159603,-9.731686224
100002150000000,0.003309247,0.005543211,-0.017211637,0.000272536,-0.000163096,-9.731629164
100002160000000,0.003348876,0.006068674,-0.016960134,0.000305313,-0.000163470,-9.731571455
100002170000000,0.003388074,0.006592976,-0.016711225,0.000324581,-0.000165126,-9.731511825
100002180000000,0.003427009,0.007116184,-0.016464863,0.000352744,-0.000166883,-9.731451047
100002190000000,0.003465590,0.007636573,-0.016220038,0.000382405,-0.000168334,-9.731392533
100002200000000,0.003503867,0.008154324,-0.015977955,0.000397316,-0.000171897,-9.731329030
100002210000000,0.003541852,0.008670052,-0.015736334,0.000432099,-0.000171581,-9.731267705
100002220000000,0.003579435,0.009182942,-0.015498175,0.000445750,-0.000175213,-9.731202961
100002230000000,0.003616763,0.009696163,-0.015261940,0.000461675,-0.000176869,-9.731137291
100002240000000,0.003653770,0.010208956,-0.015027226,0.000505859,-0.000177593,-9.731074100
100002250000000,0.003690319,0.010719214,-0.014793826,0.000530804,-0.000177713,-9.731009862
100002260000000,0.003726639,0.011226178,-0.014563106,0.000557542,-0.000181026,-9.730943027
100002270000000,0.003762764,0.011731315,-0.014334478,0.000587059,-0.000183111,-9.730875401
100002280000000,0.003798421,0.012233952,-0.014108014,0.000598623,-0.000185568,-9.730804465
100002290000000,0.003834031,0.012735337,-0.013882373,0.000627647,-0.000185970,-9.730736997
100002300000000,0.003869392,0.013234863,-0.013658654,0.000643711,-0.000187988,-9.730666322
100002310000000,0.003904374,0.013732919,-0.013436640,0.000665330,-0.000189801,-9.730595884
100002320000000,0.003939035,0.014228859,-0.013217012,0.000697723,-0.000191847,-9.730525405
100002330000000,0.003973424,0.014723677,-0.012999861,0.000711488,-0.000195036,-9.730453217
100002340000000,0.004007488,0.015216396,-0.012783677,0.000748745,-0.000196288,-9.730382426
100002350000000,0.004041303,0.015707448,-0.012570232,0.000754004,-0.000199699,-9.730309749
100002360000000,0.004075021,0.016195906,-0.012356439,0.000796239,-0.000198401,-9.730237321
100002370000000,0.004108507,0.016681919,-0.012144097,0.000817240,-0.000198743,-9.730162931
100002380000000,0.004141503,0.017165657,-0.011934404,0.000840286,-0.000200676,-9.730087953
100002390000000,0.004174236,0.017648337,-0.011726177,0.000865459,-0.000201770,-9.730012915
100002400000000,0.004206996,0.018128785,-0.011520205,0.000892845,-0.000204566,-9.729938419
100002410000000,0.004239152,0.018608274,-0.011315567,0.000906135,-0.000207062,-9.729863348
100002420000000,0.004271388,0.019085982,-0.011112782,0.000935290,-0.000209009,-9.729786348
100002430000000,0.004303427,0.019561394,-0.010912212,0.000949115,-0.000212338,-9.729710169
100002440000000,0.004334999,0.020035026,-0.010711319,0.000968149,-0.000212258,-9.729632246
100002450000000,0.004366311,0.020507043,-0.010511706,0.000992925,-0.000212081,-9.729555630
100002460000000,0.004397545,0.020975835,-0.010314352,0.001020584,-0.000213649,-9.729479287
100002470000000,0.004428298,0.021443638,-0.010119174,0.001045898,-0.000215683,-9.729401183
100002480000000,0.004458967,0.021909084,-0.009925120,0.001078309,-0.000216460,-9.729326126
100002490000000,0.004489636,0.022373215,-0.009732528,0.001094641,-0.000218658,-9.729246453
100002500000000,0.004519902,0.022834591,-0.009540779,0.001119988,-0.000220672,-9.729169307
100002510000000,0.004549949,0.023294691,-0.009350201,0.001135366,-0.000221195,-9.729091281
100002520000000,0.004579862,0.023752858,-0.009161155,0.001162145,-0.000222926,-9.729012491
100002530000000,0.004609409,0.024209785,-0.008973382,0.001179029,-0.000223862,-9.728933863
100002540000000,0.004638627,0.024664794,-0.008786699,0.001213042,-0.000223551,-9.728856637
