#timestamp, p_RS_R_x [m], p_RS_R_y [m], p_RS_R_z [m], q_RS_w [], q_RS_x [], q_RS_y [], q_RS_z [], v_RS_R_x [m s^-1], v_RS_R_y [m s^-1], v_RS_R_z [m s^-1]
0.540000,0.023053,-0.013213,0.005074,0.500600,-0.025355,0.000052,-0.865307,0.124477,-0.071667,0.027401
0.545000,0.023680,-0.013575,0.005213,0.500570,-0.025547,0.000056,-0.865319,0.126659,-0.072936,0.027881
0.550000,0.024319,-0.013943,0.005353,0.500540,-0.025739,0.000061,-0.865331,0.128857,-0.074214,0.028365
0.555000,0.024969,-0.014317,0.005496,0.500510,-0.025929,0.000065,-0.865342,0.131072,-0.075502,0.028852
0.560000,0.025630,-0.014698,0.005642,0.500480,-0.026119,0.000069,-0.865354,0.133303,-0.076800,0.029343
0.565000,0.026302,-0.015085,0.005790,0.500449,-0.026308,0.000074,-0.865366,0.135550,-0.078108,0.029838
0.570000,0.026985,-0.015479,0.005940,0.500419,-0.026497,0.000078,-0.865378,0.137813,-0.079426,0.030336
0.575000,0.027680,-0.015879,0.006093,0.500388,-0.026684,0.000083,-0.865390,0.140093,-0.080753,0.030838
0.580000,0.028386,-0.016286,0.006249,0.500358,-0.026871,0.000088,-0.865402,0.142389,-0.082090,0.031343
0.585000,0.029104,-0.016700,0.006407,0.500327,-0.027057,0.000092,-0.865413,0.144701,-0.083437,0.031852
0.590000,0.029833,-0.017121,0.006567,0.500297,-0.027243,0.000097,-0.865425,0.147029,-0.084794,0.032365
0.595000,0.030574,-0.017548,0.006730,0.500266,-0.027428,0.000102,-0.865437,0.149372,-0.086160,0.032881
0.600000,0.031327,-0.017982,0.006896,0.500236,-0.027612,0.000107,-0.865449,0.151732,-0.087536,0.033400
0.605000,0.032092,-0.018423,0.007064,0.500205,-0.027795,0.000112,-0.865461,0.154107,-0.088922,0.033923
0.610000,0.032868,-0.018871,0.007235,0.500175,-0.027977,0.000117,-0.865472,0.156498,-0.090317,0.034449
0.615000,0.033657,-0.019327,0.007409,0.500144,-0.028159,0.000122,-0.865484,0.158905,-0.091721,0.034979
0.620000,0.034457,-0.019789,0.007585,0.500113,-0.028340,0.000127,-0.865496,0.161327,-0.093135,0.035512
0.625000,0.035270,-0.020258,0.007764,0.500082,-0.028521,0.000133,-0.865508,0.163765,-0.094559,0.036049
0.630000,0.036095,-0.020734,0.007945,0.500052,-0.028700,0.000138,-0.865520,0.166218,-0.095992,0.036589
0.635000,0.036932,-0.021218,0.008130,0.500021,-0.028879,0.000143,-0.865532,0.168687,-0.097434,0.037132
0.640000,0.037782,-0.021709,0.008317,0.499990,-0.029057,0.000149,-0.865544,0.171171,-0.098886,0.037679
0.645000,0.038644,-0.022207,0.008507,0.499959,-0.029235,0.000154,-0.865556,0.173670,-0.100347,0.038229
0.650000,0.039519,-0.022712,0.008699,0.499928,-0.029411,0.000160,-0.865568,0.176185,-0.101817,0.038783
0.655000,0.040406,-0.023225,0.008894,0.499897,-0.029587,0.000165,-0.865579,0.178714,-0.103297,0.039340
0.660000,0.041306,-0.023745,0.009092,0.499866,-0.029763,0.000171,-0.865591,0.181259,-0.104786,0.039900
0.665000,0.042219,-0.024273,0.009293,0.499835,-0.029937,0.000177,-0.865603,0.183819,-0.106284,0.040463
0.670000,0.043144,-0.024808,0.009497,0.499803,-0.030111,0.000182,-0.865615,0.186394,-0.107791,0.041030
0.675000,0.044083,-0.025351,0.009704,0.499772,-0.030284,0.000188,-0.865627,0.188983,-0.109308,0.041600
0.680000,0.045034,-0.025901,0.009913,0.499741,-0.030457,0.000194,-0.865639,0.191588,-0.110833,0.042173
0.685000,0.045998,-0.026459,0.010125,0.499710,-0.030629,0.000200,-0.865651,0.194207,-0.112368,0.042750
0.690000,0.046976,-0.027025,0.010341,0.499679,-0.030800,0.000206,-0.865663,0.196841,-0.113912,0.043330
0.695000,0.047967,-0.027598,0.010559,0.499647,-0.030970,0.000212,-0.865675,0.199490,-0.115464,0.043913
0.700000,0.048971,-0.028179,0.010780,0.499616,-0.031139,0.000218,-0.865687,0.202153,-0.117026,0.044499
0.705000,0.049988,-0.028768,0.011004,0.499584,-0.031308,0.000224,-0.865699,0.204831,-0.118597,0.045089
0.710000,0.051019,-0.029365,0.011231,0.499553,-0.031477,0.000231,-0.865711,0.207523,-0.120177,0.045681
0.715000,0.052064,-0.029970,0.011461,0.499521,-0.031644,0.000237,-0.865723,0.210230,-0.121765,0.046277
0.720000,0.053122,-0.030583,0.011693,0.499490,-0.031811,0.000243,-0.865735,0.212951,-0.123363,0.046876
0.725000,0.054193,-0.031204,0.011929,0.499458,-0.031977,0.000250,-0.865748,0.215686,-0.124969,0.047478
0.730000,0.055278,-0.031833,0.012168,0.499427,-0.032142,0.000256,-0.865760,0.218436,-0.126585,0.048083
0.735000,0.056378,-0.032470,0.012410,0.499395,-0.032307,0.000263,-0.865772,0.221199,-0.128209,0.048692
0.740000,0.057491,-0.033115,0.012655,0.499363,-0.032471,0.000269,-0.865784,0.223977,-0.129841,0.049303
0.745000,0.058617,-0.033768,0.012903,0.499331,-0.032634,0.000276,-0.865796,0.226769,-0.131483,0.049918
0.750000,0.059758,-0.034430,0.013154,0.499299,-0.032797,0.000283,-0.865809,0.229575,-0.133133,0.050535
0.755000,0.060913,-0.035100,0.013409,0.499268,-0.032959,0.000290,-0.865821,0.232395,-0.134792,0.051156
0.760000,0.062082,-0.035778,0.013666,0.499236,-0.033120,0.000296,-0.865833,0.235228,-0.136460,0.051780
0.765000,0.063265,-0.036464,0.013926,0.499204,-0.033280,0.000303,-0.865845,0.238076,-0.138136,0.052407
0.770000,0.064463,-0.037159,0.014190,0.499172,-0.033440,0.000310,-0.865857,0.240937,-0.139821,0.053036
0.775000,0.065675,-0.037862,0.014457,0.499140,-0.033599,0.000317,-0.865870,0.243812,-0.141514,0.053669
0.780000,0.066901,-0.038574,0.014727,0.499108,-0.033758,0.000324,-0.865882,0.246700,-0.143216,0.054305
0.785000,0.068142,-0.039295,0.015000,0.499075,-0.033915,0.000331,-0.865895,0.249602,-0.144926,0.054944
0.790000,0.069397,-0.040023,0.015276,0.499043,-0.034072,0.000339,-0.865907,0.252518,-0.146645,0.055586
0.795000,0.070667,-0.040761,0.015556,0.499011,-0.034229,0.000346,-0.865919,0.255447,-0.148372,0.056230
0.800000,0.071952,-0.041507,0.015838,0.498979,-0.034385,0.000353,-0.865932,0.258389,-0.150108,0.056878
0.805000,0.073251,-0.042262,0.016124,0.498947,-0.034539,0.000361,-0.865944,0.261345,-0.151852,0.057529
0.810000,0.074565,-0.043026,0.016414,0.498914,-0.034694,0.000368,-0.865957,0.264314,-0.153605,0.058182
0.815000,0.075894,-0.043798,0.016706,0.498882,-0.034847,0.000375,-0.865969,0.267296,-0.155365,0.058839
0.820000,0.077238,-0.044579,0.017002,0.498849,-0.035000,0.000383,-0.865982,0.270291,-0.157135,0.059498
0.825000,0.078597,-0.045370,0.017301,0.498817,-0.035153,0.000390,-0.865994,0.273299,-0.158912,0.060160
0.830000,0.079971,-0.046169,0.017604,0.498784,-0.035304,0.000398,-0.866007,0.276321,-0.160697,0.060825
0.835000,0.081360,-0.046977,0.017909,0.498752,-0.035455,0.000406,-0.866019,0.279355,-0.162491,0.061493
0.840000,0.082765,-0.047793,0.018219,0.498719,-0.035605,0.000414,-0.866032,0.282402,-0.164293,0.062164
0.845000,0.084184,-0.048619,0.018531,0.498686,-0.035755,0.000421,-0.866045,0.285462,-0.166103,0.062838
0.850000,0.085619,-0.049455,0.018847,0.498654,-0.035904,0.000429,-0.866057,0.288535,-0.167921,0.063514
0.855000,0.087070,-0.050299,0.019166,0.498621,-0.036052,0.000437,-0.866070,0.291620,-0.169748,0.064193
0.860000,0.088536,-0.051152,0.019489,0.498588,-0.036199,0.000445,-0.866083,0.294719,-0.171582,0.064875
0.865000,0.090017,-0.052015,0.019815,0.498555,-0.036346,0.000453,-0.866095,0.297829,-0.173425,0.065560
0.870000,0.091514,-0.052886,0.020145,0.498522,-0.036492,0.000461,-0.866108,0.300953,-0.175275,0.066247
0.875000,0.093026,-0.053767,0.020478,0.498490,-0.036638,0.000469,-0.866121,0.304089,-0.177133,0.066938
0.880000,0.094555,-0.054658,0.020814,0.498456,-0.036783,0.000477,-0.866134,0.307237,-0.179000,0.067631
0.885000,0.096099,-0.055557,0.021154,0.498424,-0.036927,0.000486,-0.866147,0.310398,-0.180874,0.068326
0.890000,0.097659,-0.056466,0.021497,0.498390,-0.037070,0.000494,-0.866160,0.313570,-0.182756,0.069025
0.895000,0.099235,-0.057385,0.021844,0.498357,-0.037213,0.000502,-0.866173,0.316756,-0.184646,0.069726
0.900000,0.100826,-0.058313,0.022194,0.498324,-0.037355,0.000511,-0.866186,0.319953,-0.186544,0.070430
0.905000,0.102434,-0.059250,0.022548,0.498291,-0.037497,0.000519,-0.866199,0.323162,-0.188449,0.071136
0.910000,0.104058,-0.060197,0.022906,0.498257,-0.037638,0.000528,-0.866212,0.326384,-0.190363,0.071846
0.915000,0.105698,-0.061154,0.023267,0.498224,-0.037778,0.000536,-0.866225,0.329618,-0.192284,0.072557
0.920000,0.107354,-0.062120,0.023631,0.498191,-0.037917,0.000545,-0.866238,0.332863,-0.194213,0.073272
0.925000,0.109027,-0.063096,0.024000,0.498157,-0.038056,0.000554,-0.866251,0.336121,-0.196149,0.073989
0.930000,0.110715,-0.064082,0.024371,0.498124,-0.038194,0.000562,-0.866264,0.339390,-0.198094,0.074708
0.935000,0.112421,-0.065077,0.024747,0.498090,-0.038332,0.000571,-0.866277,0.342671,-0.200045,0.075431
0.940000,0.114142,-0.066082,0.025126,0.498057,-0.038469,0.000580,-0.866291,0.345964,-0.202005,0.076156
0.945000,0.115880,-0.067097,0.025508,0.498023,-0.038605,0.000589,-0.866304,0.349268,-0.203972,0.076883
0.950000,0.117635,-0.068122,0.025894,0.497989,-0.038741,0.000598,-0.866317,0.352584,-0.205946,0.077613
0.955000,0.119406,-0.069157,0.026284,0.497956,-0.038875,0.000607,-0.866331,0.355912,-0.207928,0.078345
0.960000,0.121194,-0.070201,0.026678,0.497922,-0.039010,0.000616,-0.866344,0.359251,-0.209918,0.079080
