#timestamp, p_RS_R_x [m], p_RS_R_y [m], p_RS_R_z [m], q_RS_w [], q_RS_x [], q_RS_y [], q_RS_z [], v_RS_R_x [m s^-1], v_RS_R_y [m s^-1], v_RS_R_z [m s^-1]
100001340000000,0.409823,0.227629,0.498395,0.967033,-0.011435,0.043272,0.250688,0.799199,0.443824,0.001521
100001350000000,0.417897,0.232114,0.498409,0.967038,-0.011390,0.043143,0.250690,0.806855,0.448126,0.001228
100001360000000,0.426046,0.236641,0.498420,0.967044,-0.011344,0.043011,0.250692,0.814489,0.452414,0.000947
100001370000000,0.434272,0.241211,0.498428,0.967050,-0.011297,0.042876,0.250694,0.822101,0.456687,0.000678
100001380000000,0.442574,0.245824,0.498434,0.967057,-0.011251,0.042738,0.250696,0.829690,0.460945,0.000420
100001390000000,0.450952,0.250479,0.498438,0.967063,-0.011204,0.042596,0.250698,0.837256,0.465188,0.000174
100001400000000,0.459405,0.255177,0.498439,0.967069,-0.011157,0.042451,0.250700,0.844798,0.469415,-0.000060
100001410000000,0.467934,0.259916,0.498438,0.967076,-0.011109,0.042303,0.250703,0.852316,0.473626,-0.000284
100001420000000,0.476537,0.264698,0.498436,0.967082,-0.011061,0.042151,0.250705,0.859809,0.477822,-0.000496
100001430000000,0.485216,0.269522,0.498431,0.967089,-0.011012,0.041996,0.250707,0.867275,0.482001,-0.000698
100001440000000,0.493969,0.274387,0.498424,0.967096,-0.010963,0.041838,0.250709,0.874716,0.486164,-0.000890
100001450000000,0.502796,0.279294,0.498415,0.967103,-0.010913,0.041676,0.250711,0.882129,0.490310,-0.001072
100001460000000,0.511697,0.284242,0.498405,0.967110,-0.010863,0.041510,0.250713,0.889514,0.494439,-0.001244
100001470000000,0.520672,0.289231,0.498393,0.967117,-0.010812,0.041342,0.250716,0.896871,0.498550,-0.001406
100001480000000,0.529721,0.294261,0.498380,0.967124,-0.010761,0.041170,0.250718,0.904200,0.502644,-0.001559
100001490000000,0.538842,0.299333,0.498365,0.967132,-0.010709,0.040995,0.250720,0.911498,0.506720,-0.001703
100001500000000,0.548036,0.304444,0.498349,0.967139,-0.010657,0.040816,0.250722,0.918766,0.510778,-0.001838
100001510000000,0.557303,0.309597,0.498332,0.967147,-0.010604,0.040633,0.250725,0.926003,0.514817,-0.001965
100001520000000,0.566642,0.314789,0.498313,0.967155,-0.010551,0.040448,0.250727,0.933209,0.518837,-0.002083
100001530000000,0.576053,0.320021,0.498294,0.967163,-0.010496,0.040259,0.250729,0.940382,0.522838,-0.002193
100001540000000,0.585535,0.325294,0.498273,0.967171,-0.010442,0.040066,0.250732,0.947522,0.526820,-0.002295
100001550000000,0.595089,0.330606,0.498252,0.967179,-0.010386,0.039870,0.250734,0.954629,0.530782,-0.002390
100001560000000,0.604713,0.335957,0.498230,0.967187,-0.010330,0.039671,0.250736,0.961702,0.534725,-0.002477
100001570000000,0.614408,0.341348,0.498207,0.967195,-0.010274,0.039468,0.250739,0.968739,0.538647,-0.002557
100001580000000,0.624173,0.346778,0.498183,0.967204,-0.010216,0.039262,0.250741,0.975742,0.542548,-0.002631
100001590000000,0.634008,0.352247,0.498159,0.967212,-0.010158,0.039052,0.250743,0.982708,0.546428,-0.002697
100001600000000,0.643912,0.357754,0.498134,0.967221,-0.010100,0.038839,0.250746,0.989637,0.550287,-0.002758
100001610000000,0.653885,0.363300,0.498109,0.967229,-0.010040,0.038623,0.250748,0.996529,0.554125,-0.002812
100001620000000,0.663927,0.368884,0.498083,0.967238,-0.009980,0.038403,0.250751,1.003383,0.557941,-0.002860
100001630000000,0.674038,0.374506,0.498057,0.967247,-0.009919,0.038180,0.250753,1.010199,0.561734,-0.002903
100001640000000,0.684216,0.380166,0.498031,0.967256,-0.009858,0.037953,0.250755,1.016975,0.565505,-0.002940
100001650000000,0.694461,0.385864,0.498004,0.967265,-0.009796,0.037724,0.250758,1.023711,0.569254,-0.002972
